store_id,dept_id,mse_fcst,mse_naive_insample,weights,msse,rmsse,wrmsse
0,0,4923.194195572608,5829.255838641189,0.005748931,0.8445664990267804,0.9190029918486557,0.00528328465370958
0,1,7873.197376362043,11688.188959660298,0.014586002,0.6736028484425587,0.8207331164529421,0.011971214578151142
0,2,28106.276206832154,232702.50796178344,0.03933671,0.12078200812278321,0.34753706007098467,0.013670964952288691
0,3,10511.917831887573,14916.642250530786,0.017191274,0.7047107288179096,0.8394705050315405,0.014431567543812241
0,4,178.9769651746535,215.7351380042463,0.00063941156,0.8296143448413614,0.9108316775570344,0.0005823963062014528
0,5,7127.658140233305,23343.369957537154,0.022217682,0.3053397240072405,0.5525755369243561,0.012276947356710614
0,6,1542.7338327246093,2156.441082802548,0.00787854,0.7154073649532061,0.8458175719108738,0.006663807643853437
1,0,9229.109195371168,10077.634819532908,0.0095908465,0.9158011141148822,0.9569749809242049,0.0091782001333597
1,1,16176.23005561738,4109.7335456475585,0.013311455,3.936077576793008,1.9839550339644818,0.026409328208758104
1,2,136251.80740755197,102763.58174097665,0.03369022,1.3258763960853848,1.1514670625273589,0.038793180510496905
1,3,8335.478560131325,10354.52813163482,0.011159148,0.8050080558152177,0.8972224115653921,0.01001223773990072
1,4,107.65411764756027,250.1183651804671,0.0006447245,0.4304126870887108,0.6560584479211519,0.00042297697123812046
1,5,39246.56487015861,36794.90923566879,0.023709675,1.066630294391736,1.0327779501866488,0.024486829852972382
1,6,6819.534492608986,5437.897558386412,0.011028995,1.2540755722938897,1.1198551568367623,0.012350876708349112
2,0,4393.827752204543,8817.065817409766,0.009146775,0.49833219386076216,0.7059264790760877,0.006456950754661116
2,1,9407.398063236502,15873.56050955414,0.020126289,0.5926457430627666,0.7698348803884938,0.01549391909770012
2,2,59729.19907451202,248418.3949044586,0.054206043,0.24043790757718966,0.4903446824196115,0.026579645176320006
2,3,6422.558725580992,13899.012208067941,0.017972834,0.4620874224322861,0.6797701246982587,0.012217395886899848
2,4,142.61959692811803,282.0514861995754,0.0007622759,0.5056509322103077,0.7110913669918287,0.0005420478016517353
2,5,15819.070273659008,50330.50530785562,0.041768953,0.31430382383206384,0.5606280619377377,0.02341684728401346
2,6,2087.6162132027116,3583.6852441613587,0.011868776,0.5825333618804595,0.7632387319053321,0.009058709407821563
3,0,2514.785721998388,1671.0159235668789,0.004255274,1.5049441998317015,1.226761671976958,0.005220206856869381
3,1,3135.107772690183,3821.19957537155,0.009585806,0.8204511988582393,0.905787612444683,0.008682704482828036
3,2,8353.719786620735,28893.691082802547,0.021091156,0.2891191631654444,0.5376980222815073,0.011340672711734823
3,3,4459.475655744681,6061.461252653928,0.010648941,0.7357096696431344,0.8577351978572025,0.009133971249588204
3,4,26.32965687422123,67.31439192777482,0.00028171766,0.3911445401225894,0.6254154939898671,0.0001761905878337259
3,5,3452.1925980096817,2915.718683651805,0.012091591,1.1839937156371916,1.0881147529728616,0.013157038578941158
3,6,604.3988427729377,583.7223991507431,0.0046358425,1.0354217067090055,1.0175567339018525,0.004717232770500503
4,0,1687.8637798781067,2446.5727176220807,0.004575886,0.6898890712386457,0.830595612340112,0.0038007106948857376
4,1,1446.2743639701648,7451.1438428874735,0.00993155,0.19410098562930217,0.44056893402656316,0.004375532555872092
4,2,21342.977685822298,109025.74097664544,0.025940614,0.1957609046692396,0.44244875937134187,0.011477392402498402
4,3,2531.2280569707364,4765.548832271762,0.008923237,0.5311514257979152,0.7288013623738057,0.0065032674368918995
4,4,141.5342834616845,146.69957537154988,0.0005167617,0.9647900009472891,0.9822372427001987,0.0005075825641684705
4,5,6738.237646256603,19536.18949044586,0.021894062,0.34491053895397183,0.5872908469863733,0.012858182179497971
4,6,1162.0508451753512,1448.935244161359,0.0065111103,0.8020032985310839,0.8955463687219573,0.005831001227392756
5,0,3722.9778361788685,4343.291932059448,0.0058062356,0.8571788160722489,0.9258395196103096,0.005375642375442642
5,1,2566.1232208387005,10177.89702760085,0.012794204,0.25212705668762214,0.5021225514629094,0.006424258384667867
5,2,43192.5162311207,185948.07059447982,0.035925396,0.23228268028290552,0.48195713531693407,0.01731450083851498
5,3,2327.700995001924,7053.511677282378,0.013968179,0.3300059745415713,0.574461464801227,0.008024180570326864
5,4,204.18476078406124,395.3328025477707,0.0007980438,0.5164882839677546,0.7186711932224322,0.0005735310863460876
5,5,6245.489132552506,26077.19904458599,0.025428293,0.23949999851878884,0.48938737061635423,0.012444285584063007
5,6,969.18079650835,1679.2038216560509,0.0075314203,0.5771668596802813,0.7597149858205255,0.005721732887484517
6,0,3967.8036119331964,3280.9601910828023,0.007226402,1.209342198883467,1.0997009588444793,0.00794688114240056
6,1,4754.197207444837,8213.101380042463,0.01382695,0.5788552932023173,0.7608254025742813,0.010519895144947116
6,2,22375.429455930283,105882.20116772824,0.030730365,0.21132380333201908,0.45969968820091567,0.014126739137180497
6,3,2025.613696354322,4835.544055201699,0.017964069,0.4189008875175743,0.6472255306441289,0.011626803961744174
6,4,500.9670997649294,275.59978768577497,0.0007189543,1.8177339829307377,1.3482336529440058,0.0009693183960577973
6,5,10652.890154180424,17104.339171974523,0.023860825,0.622817990632178,0.7891881845492734,0.018830681341726267
6,6,492.31536416696514,903.6778131634819,0.0061958935,0.5447908059660437,0.7380994553351491,0.004573185625913671
7,0,4883.784710722652,5363.965498938429,0.006348137,0.9104802616066772,0.9541908936930164,0.0060573343383557715
7,1,12323.151260395309,10914.506369426752,0.016956028,1.1290617132181435,1.0625731566429408,0.01801701976806988
