state_id,cat_id,mse_fcst,mse_naive_insample,weights,msse,rmsse,wrmsse
0,0,508037.6234975066,3205336.99522293,0.23467553,0.15849741361194153,0.39811733648755054,0.09342839559635263
0,1,50810.78357986175,92806.97983014862,0.059300326,0.5474888168201733,0.7399248724162293,0.04387778600987787
0,2,242293.20208853317,525164.4798301486,0.13520004,0.4613663174000208,0.6792395140155061,0.09183320848113123
1,0,220943.24632915246,1706683.6061571126,0.1467576,0.12945764846633973,0.35980223521587484,0.0528037134833791
1,1,14771.250075522279,31984.861995753716,0.042889245,0.4618200346615001,0.6795734210970145,0.029146390854006263
1,2,60214.60342130401,211225.8025477707,0.09142161,0.2850721961758716,0.5339215262338386,0.04881196640000656
2,0,1050597.8389706453,2059257.9071125265,0.18416996,0.5101827388118589,0.7142707741549131,0.1315472220496666
2,1,13211.280586066141,44864.86889596603,0.02817799,0.2944682757616175,0.5426493119516669,0.015290766694013094
2,2,192433.22575330932,202022.8906581741,0.077407755,0.952531790463831,0.9759773514092583,0.07554821566212945
