cat_id,mse_fcst,mse_naive_insample,weights,msse,rmsse,wrmsse
0,1758462.3466705813,16352918.489384288,0.56970143,0.10753201930359466,0.3279207515598771,0.18681692213370274
1,113395.47708119631,342626.46974522294,0.1286692,0.33095947655625435,0.5752907756571927,0.07402220521031105
2,403231.88269837556,2228166.7515923567,0.30162948,0.18097024489311958,0.42540597656017903,0.12831498507265543
