1,2,3,4,5,6,7,8,9,10,11,12,Average
0.3905406900106982,0.422258740672927,0.5926503700029466,0.4333114028952584,0.5415651378200197,0.5822876652305624,0.6627577262021134,0.6756063260260744,0.7651825397888884,0.8541239844198406,0.8513841601000633,0.8354893296903908,0.6339298394049819
