state_id,cat_id,mse_fcst,mse_naive_insample,weights,msse,rmsse,wrmsse
0,0,468468.45341351756,3205336.99522293,0.2373492,0.14615263671548387,0.38229914558560535,0.0907383953211715
0,1,42703.132025069266,92806.97983014862,0.05940489,0.4601284526575773,0.6783276882580994,0.04029598237260246
0,2,130879.9931321073,525164.4798301486,0.13699637,0.2492171465489006,0.4992165327279342,0.06839085459204554
1,0,156507.0148985792,1706683.6061571126,0.14769247,0.09170241885136593,0.30282407244366477,0.0447248357623741
1,1,20643.84408888016,31984.861995753716,0.041423693,0.6454254544421927,0.8033837529115165,0.03327912218224207
1,2,49235.73894436617,211225.8025477707,0.090252705,0.23309528642094302,0.48279942669906206,0.04357395419263568
2,0,704940.5892777854,2059257.9071125265,0.18465972,0.3423274893557393,0.5850875911824992,0.1080421104514785
2,1,15113.799193865476,44864.86889596603,0.027840594,0.33687380718556864,0.580408310748191,0.016158912034952296
2,2,125781.51827415063,202022.8906581741,0.07438038,0.6226102292881995,0.7890565437839037,0.05869032785282268
