state_id,mse_fcst,mse_naive_insample,weights,msse,rmsse,wrmsse
0,615966.0951648394,7296701.918789809,0.43375048,0.08441705609196658,0.29054613418864583,0.12602452528659203
1,468231.7093937317,3348514.812101911,0.27936888,0.13983265288285104,0.37394204481824594,0.1044677692776056
2,781108.5804945424,3735075.025477707,0.28688067,0.20912794928252892,0.4573050943107117,0.1311919927548182
